description,date_announced,date_start,date_end,country,init_country_level,domestic_policy,type,type_sub_cat,target_who_what,compliance,lockdown_length
"The government of Chile announced that the commune of Lo Espejo, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Lo Espejo will be under a full lockdown from July 28 for an indefinite period. The full lockdown ends on September 28. UPDATE: The lockdown ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, the commune of Lo Espejo enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Lo Prado, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Lo Prado will be under a full lockdown from July 28 for an indefinite period. The full lockdown ends on September 28. UPDATE: The lockdown ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, the commune of Lo Prado enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Quinta Normal, in the Santiago Metropolitan Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Quinta Normal will be under a full lockdown from July 28 for an indefinite period. The full lockdown ends on September 28. UPDATE: The lockdown ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, the commune of Quinta Normal enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"Chile enforces a lockdown in the whole commune of Puente Alto from May 15 for 7 days. The full lockdown ends on September 28. UPDATE: The lockdown enforced from May 15 ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, the commune of Puente Alto enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Linares, in the Maule Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Linares will be under a full lockdown from August 28 for an indefinite period. The full lockdown ends on September 28. UPDATE: The lockdown enforced from August 28 ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, the commune of Linares enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"Chile is enforcing a lockdown in the urban area of Pozo Almonte from June 12 for 7 days. The full lockdown ends on September 28. UPDATE: The lockdown enforced from June 12 ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, the urban area of Pozo Almonte enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"Chile is enforcing a lockdown in the urban area of Mejillones in the Antofagasta Region from June 23 to July 3. The full lockdown ends on September 28. UPDATE: The lockdown enforced from June 23 ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, the urban area of Mejillones enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"Chile enforces a lockdown in the urban area of Antofagasta from June 23 to July 3. The full lockdown ends on September 28. UPDATE: The lockdown enforced from June 23 ends on September 28. As part of the plan ""Paso a Paso"" (Step by step), the urban area of Antofagasta enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Lo Barnechea, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from July 28 for an indefinite period. Lo Barnechea will be under lockdown on Saturdays, Sundays, and holidays. The partial lockdown ends on September 28. UPDATE: The partial lockdown ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, Lo Barnechea enters ""Phase 3: Preparation"" in which no lockdown will be enforced.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Til Til, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from July 28 for an indefinite period.  . Til Til will be under lockdown on Saturdays, Sundays, and holidays. The partial lockdown ends on September 28. UPDATE: The partial lockdown ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, Til Til enters ""Phase 3: Preparation"" in which no lockdown is enforced.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Lampa, in the Santiago Metropolitan Region, will move to ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from August 10 for an indefinite period. Lampa will be under lockdown on Saturdays, Sundays, and holidays. The partial lockdown ends on September 28. UPDATE: The partial lockdown ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, Lampa enters ""Phase 3: Preparation"" in which no lockdown is enforced.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Santiago, in the Santiago Metropolitan Region, will move to ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from August 17 for an indefinite period. The commune of Santiago will be under lockdown on Saturdays, Sundays, and holidays. The partial lockdown ends on September 28. UPDATE: The partial lockdown ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, The commune of Santiago enters ""Phase 3: Preparation"" in which no lockdown is enforced.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Estacion Central, in the Santiago Metropolitan Region, will move to ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from August 17 for an indefinite period. The commune of Santiago will be under lockdown on Saturdays, Sundays, and holidays. The partial lockdown ends on September 28. UPDATE: The partial lockdown ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, The commune of Estación Central enters ""Phase 3: Preparation"" in which no lockdown is enforced.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Padre Hurtado, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from August 24 for an indefinite period. Padre Hurtado will be under lockdown on Saturdays, Sundays, and holidays. The partial lockdown ends on September 28. UPDATE: The partial lockdown ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, Padre Hurtado Central enters ""Phase 3: Preparation"" in which no lockdown is enforced.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Peñalolén, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from August 24 for an indefinite period. Peñalolén will be under lockdown on Saturdays, Sundays, and holidays. The partial lockdown ends on September 28. UPDATE: The partial lockdown ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, Peñalolén enters ""Phase 3: Preparation"" in which no lockdown is enforced.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Calera de Tango, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from August 31 for an indefinite period. Calera de Tango will be under lockdown on Saturdays, Sundays, and holidays. The partial lockdown ends on September 28. UPDATE: The partial lockdown ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, Calera de Tango enters ""Phase 3: Preparation"" in which no lockdown is enforced.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Pedro Aguirre Cerda, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from August 31 for an indefinite period. Pedro Aguirre Cerda will be under lockdown on Saturdays, Sundays, and holidays.  The partial lockdown ends on September 28. UPDATE: The partial lockdown ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, Pedro Aguirre Cerda enters ""Phase 3: Preparation"" in which no lockdown is enforced.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Talagante, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from August 31 for an indefinite period. Talagante will be under lockdown on Saturdays, Sundays, and holidays. The partial lockdown ends on September 28. UPDATE: The partial lockdown ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, Talagante enters ""Phase 3: Preparation"" in which no lockdown is enforced.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Isla de Maipo, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 14 for an indefinite period. Isla de Maipo will be under lockdown on Saturdays, Sundays, and holidays. The partial lockdown ends on September 28. UPDATE: The partial lockdown ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, Isla de Maipo enters ""Phase 3: Preparation"" in which no lockdown is enforced.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"The government of Chile announced that the commune of Quilicura, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from September 14 for an indefinite period. Quilicura will be under lockdown on Saturdays, Sundays, and holidays. The partial lockdown ends on September 28. UPDATE: The partial lockdown ends on September 28. As part of the ""Paso a Paso"" (Step by step) plan, Quilicura enters ""Phase 3: Preparation"" in which no lockdown is enforced.",2020-09-23,2020-09-28,2020-09-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
